question,complexity,loc,lloc,sloc,comments,single_comments,multi_comments,blank_lines,h1,h2,N1,N2,h,N,calculated_N,volume,difficulty,effort,bugs,time,string,newline,indent,dedent,lpar,rpar,lsqb,rsqb,colon,comma,semi,plus,minus,star,slash,less,greater,equal,dot,percent,eq_equal,not_eq,less_eq,greater_eq,dbl_star,plus_eq,dbl_slash,comment,nl,number_int,number_float,keyword,identifier,builtin_type,builtin_func,kwd_print,kwd_input,builtin_type_unique,builtin_func_unique,identifiers_unique,identifiers_max_len,identifiers_min_len,identifiers_mean_len
1035,1.0,10.0,6.0,6.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,1.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,8.0,1.0,1.0,1.0,1.0,1,3,5,9.0,3.0,5.0
1036,1.0,12.0,5.0,5.0,2.0,2.0,0.0,5.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,0.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,2.0,0.0,8.0,1.0,1.0,1.0,1.0,1,3,4,6.0,4.0,5.5
1037,1.0,6.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,1.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1,3,3,18.0,4.0,12.666666666666666
1038,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,1.0,1,3,3,5.0,1.0,3.0
1080,2.0,13.0,9.0,9.0,0.0,0.0,0.0,4.0,3.0,8.0,4.0,8.0,11.0,12.0,28.75488750216347,41.51317942364757,1.5,62.26976913547136,0.0138377264745491,3.4594316186372978,5.0,9.0,2.0,2.0,12.0,12.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,9.0,3.0,1.0,3.0,3.0,1,3,4,5.0,5.0,5.0
1081,2.0,14.0,10.0,10.0,0.0,0.0,0.0,4.0,3.0,10.0,5.0,10.0,13.0,15.0,37.97416845103709,55.506595772116384,1.5,83.25989365817458,0.0185021985907054,4.625549647676365,6.0,10.0,2.0,2.0,14.0,14.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,11.0,4.0,1.0,3.0,4.0,1,3,5,5.0,5.0,5.0
1082,2.0,14.0,11.0,11.0,0.0,0.0,0.0,3.0,3.0,11.0,6.0,12.0,14.0,18.0,42.80863530717375,68.53238859703687,1.6363636363636365,112.14390861333308,0.0228441295323456,6.23021714518517,7.0,11.0,2.0,2.0,16.0,16.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,13.0,5.0,1.0,3.0,5.0,1,3,6,5.0,5.0,5.0
1083,2.0,13.0,9.0,9.0,0.0,0.0,0.0,4.0,3.0,8.0,4.0,8.0,11.0,12.0,28.75488750216347,41.51317942364757,1.5,62.26976913547136,0.0138377264745491,3.4594316186372978,5.0,9.0,2.0,2.0,12.0,12.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,9.0,3.0,1.0,3.0,3.0,1,3,4,5.0,5.0,5.0
1084,2.0,13.0,10.0,10.0,0.0,0.0,0.0,3.0,3.0,10.0,5.0,10.0,13.0,15.0,37.97416845103709,55.506595772116384,1.5,83.25989365817458,0.0185021985907054,4.625549647676365,6.0,10.0,2.0,2.0,14.0,14.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,11.0,4.0,1.0,3.0,4.0,1,3,5,5.0,5.0,5.0
1085,2.0,14.0,11.0,11.0,0.0,0.0,0.0,3.0,3.0,12.0,6.0,12.0,15.0,18.0,47.77443751081735,70.32403072095333,1.5,105.48604608143,0.0234413435736511,5.860335893412778,7.0,11.0,2.0,2.0,16.0,16.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,13.0,5.0,1.0,3.0,5.0,1,3,6,5.0,5.0,5.0
1086,2.0,13.0,9.0,9.0,0.0,0.0,0.0,4.0,3.0,8.0,4.0,8.0,11.0,12.0,28.75488750216347,41.51317942364757,1.5,62.26976913547136,0.0138377264745491,3.4594316186372978,5.0,9.0,2.0,2.0,12.0,12.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,9.0,3.0,1.0,3.0,3.0,1,3,4,5.0,5.0,5.0
1087,2.0,14.0,10.0,10.0,0.0,0.0,0.0,4.0,3.0,10.0,5.0,10.0,13.0,15.0,37.97416845103709,55.506595772116384,1.5,83.25989365817458,0.0185021985907054,4.625549647676365,6.0,10.0,2.0,2.0,14.0,14.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,11.0,4.0,1.0,3.0,4.0,1,3,5,5.0,5.0,5.0
1088,2.0,14.0,11.0,11.0,0.0,0.0,0.0,3.0,3.0,12.0,6.0,12.0,15.0,18.0,47.77443751081735,70.32403072095333,1.5,105.48604608143,0.0234413435736511,5.860335893412778,7.0,11.0,2.0,2.0,16.0,16.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,13.0,5.0,1.0,3.0,5.0,1,3,6,5.0,5.0,5.0
1089,2.0,13.0,10.0,10.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,0.009,1.5,6.0,10.0,2.0,2.0,13.0,13.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,11.0,4.0,1.0,3.0,4.0,1,3,5,13.0,6.0,8.0
1090,2.0,16.0,11.0,11.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,8.0,10.0,12.0,26.0,39.86313713864836,1.0,39.86313713864836,0.0132877123795494,2.2146187299249087,7.0,11.0,2.0,2.0,15.0,15.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,13.0,5.0,1.0,3.0,5.0,1,3,6,13.0,6.0,7.833333333333333
1091,2.0,13.0,10.0,10.0,0.0,0.0,0.0,3.0,5.0,7.0,5.0,10.0,12.0,15.0,31.26112492884004,53.77443751081735,3.571428571428572,192.0515625386334,0.0179248125036057,10.6695312521463,3.0,10.0,2.0,2.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,4.0,11.0,1.0,0.0,4.0,1.0,1,2,4,4.0,2.0,2.5
1092,2.0,17.0,12.0,12.0,0.0,0.0,0.0,5.0,6.0,15.0,12.0,24.0,21.0,36.0,74.11313393845472,158.12342722003538,4.8,758.9924506561698,0.0527078090733451,42.1662472586761,2.0,12.0,2.0,2.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,7.0,0.0,2.0,21.0,1.0,0.0,2.0,1.0,1,2,7,11.0,6.0,9.0
1093,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,5.0,8.0,6.0,12.0,13.0,18.0,35.60964047443681,66.60791492653966,3.75,249.77968097452373,0.0222026383088465,13.876648943029096,3.0,11.0,2.0,2.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,14.0,1.0,0.0,4.0,1.0,1,2,5,8.0,2.0,5.0
1094,2.0,13.0,9.0,9.0,0.0,0.0,0.0,4.0,5.0,7.0,5.0,10.0,12.0,15.0,31.26112492884004,53.77443751081735,3.571428571428572,192.0515625386334,0.0179248125036057,10.6695312521463,3.0,9.0,2.0,2.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,2.0,11.0,1.0,0.0,3.0,1.0,1,2,4,7.0,1.0,3.0
1095,2.0,18.0,17.0,17.0,0.0,0.0,0.0,1.0,6.0,40.0,31.0,62.0,46.0,93.0,228.38689879982144,513.6912619133022,4.65,2388.664367896856,0.1712304206377674,132.70357599426976,3.0,17.0,2.0,2.0,14.0,14.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,12.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,23.0,0.0,4.0,33.0,1.0,0.0,2.0,1.0,1,2,12,8.0,1.0,2.5
1096,2.0,15.0,11.0,11.0,3.0,3.0,0.0,1.0,5.0,13.0,10.0,20.0,18.0,30.0,59.71535681027101,125.09775004326936,3.8461538461538463,481.145192474113,0.0416992500144231,26.730288470784057,3.0,11.0,2.0,2.0,13.0,13.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,4.0,7.0,0.0,2.0,15.0,3.0,0.0,4.0,1.0,2,2,5,2.0,1.0,1.6
1097,2.0,13.0,13.0,13.0,2.0,0.0,0.0,0.0,5.0,7.0,5.0,10.0,12.0,15.0,31.26112492884004,53.77443751081735,3.571428571428572,192.0515625386334,0.0179248125036057,10.6695312521463,3.0,13.0,2.0,2.0,8.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0,17.0,1.0,0.0,4.0,1.0,1,2,6,4.0,1.0,1.8333333333333333
1098,2.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,5.0,7.0,5.0,10.0,12.0,15.0,31.26112492884004,53.77443751081735,3.571428571428572,192.0515625386334,0.0179248125036057,10.6695312521463,3.0,7.0,2.0,2.0,8.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,8.0,1.0,0.0,2.0,1.0,1,2,2,3.0,1.0,2.0
1109,16.0,38.0,28.0,27.0,1.0,1.0,7.0,3.0,4.0,26.0,22.0,44.0,30.0,66.0,130.2114326716684,323.85477931016226,3.3846153846153846,1096.1238684343953,0.1079515931033874,60.89577046857752,9.0,28.0,12.0,12.0,23.0,23.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,4.0,13.0,10.0,19.0,32.0,2.0,0.0,3.0,2.0,2,2,5,5.0,2.0,3.0
1111,2.0,12.0,9.0,9.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0,8.0,12.0,12.0,32.0,43.01955000865388,2.0,86.03910001730776,0.0143398500028846,4.779950000961542,5.0,9.0,2.0,2.0,10.0,10.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,11.0,2.0,1.0,2.0,2.0,1,3,4,12.0,1.0,6.25
1113,17.0,41.0,31.0,30.0,1.0,1.0,7.0,3.0,5.0,24.0,24.0,48.0,29.0,72.0,121.64874049174458,349.77463164918527,5.0,1748.8731582459263,0.1165915438830617,97.15961990255148,9.0,31.0,14.0,14.0,12.0,12.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,4.0,15.0,10.0,21.0,34.0,2.0,0.0,3.0,2.0,2,2,5,5.0,2.0,3.6
1114,10.0,48.0,25.0,24.0,9.0,9.0,7.0,8.0,5.0,14.0,11.0,22.0,19.0,33.0,64.91260938324326,140.1816079436383,3.928571428571429,550.713459778579,0.0467272026478794,30.595192209921056,17.0,25.0,10.0,10.0,15.0,15.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,17.0,8.0,0.0,11.0,25.0,2.0,0.0,3.0,2.0,1,2,4,6.0,3.0,4.5
1115,7.0,30.0,19.0,18.0,1.0,1.0,7.0,4.0,8.0,18.0,14.0,28.0,26.0,42.0,99.0586500259616,197.4184681619259,6.222222222222222,1228.3815796742056,0.0658061560539753,68.24342109301142,7.0,19.0,6.0,6.0,10.0,10.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,9.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,10.0,5.0,8.0,23.0,2.0,1.0,3.0,2.0,2,3,6,8.0,1.0,3.6666666666666665
1117,10.0,31.0,21.0,20.0,1.0,1.0,7.0,3.0,10.0,27.0,17.0,36.0,37.0,53.0,161.6012435072873,276.1010283783344,6.666666666666667,1840.6735225222287,0.0920336761261114,102.25964014012384,12.0,21.0,6.0,6.0,13.0,13.0,0.0,0.0,6.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,10.0,3.0,12.0,30.0,2.0,1.0,3.0,3.0,2,3,9,11.0,2.0,4.444444444444445
1119,11.0,35.0,26.0,25.0,0.0,0.0,7.0,3.0,1.0,12.0,10.0,20.0,13.0,30.0,43.01955000865388,111.01319154423275,0.8333333333333334,92.5109929535273,0.0370043971814109,5.139499608529295,24.0,26.0,12.0,12.0,4.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,23.0,0.0,0.0,2.0,1.0,0,2,2,4.0,4.0,4.0
1120,11.0,35.0,26.0,25.0,0.0,0.0,7.0,3.0,1.0,12.0,10.0,20.0,13.0,30.0,43.01955000865388,111.01319154423275,0.8333333333333334,92.5109929535273,0.0370043971814109,5.139499608529295,24.0,26.0,12.0,12.0,4.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,23.0,0.0,0.0,2.0,1.0,0,2,2,6.0,4.0,5.0
1122,11.0,36.0,26.0,25.0,0.0,0.0,7.0,4.0,1.0,12.0,10.0,20.0,13.0,30.0,43.01955000865388,111.01319154423275,0.8333333333333334,92.5109929535273,0.0370043971814109,5.139499608529295,24.0,26.0,12.0,12.0,4.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,23.0,0.0,0.0,2.0,1.0,0,2,2,6.0,4.0,5.0
1125,8.0,30.0,20.0,19.0,0.0,0.0,7.0,4.0,1.0,9.0,7.0,14.0,10.0,21.0,28.529325012980813,69.76048999263462,0.7777777777777778,54.258158883160256,0.0232534966642115,3.0143421601755698,18.0,20.0,9.0,9.0,4.0,4.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,17.0,0.0,0.0,2.0,1.0,0,2,2,5.0,4.0,4.5
1126,8.0,29.0,20.0,19.0,0.0,0.0,7.0,3.0,1.0,9.0,7.0,14.0,10.0,21.0,28.529325012980813,69.76048999263462,0.7777777777777778,54.258158883160256,0.0232534966642115,3.0143421601755698,18.0,20.0,9.0,9.0,4.0,4.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,17.0,0.0,0.0,2.0,1.0,0,2,2,5.0,4.0,4.5
1127,11.0,36.0,26.0,25.0,0.0,0.0,7.0,4.0,1.0,12.0,10.0,20.0,13.0,30.0,43.01955000865388,111.01319154423275,0.8333333333333334,92.5109929535273,0.0370043971814109,5.139499608529295,24.0,26.0,12.0,12.0,4.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,23.0,0.0,0.0,2.0,1.0,0,2,2,6.0,3.0,4.5
1146,11.0,36.0,26.0,25.0,0.0,0.0,7.0,4.0,1.0,12.0,10.0,20.0,13.0,30.0,43.01955000865388,111.01319154423275,0.8333333333333334,92.5109929535273,0.0370043971814109,5.139499608529295,24.0,26.0,12.0,12.0,4.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,23.0,0.0,0.0,2.0,1.0,0,2,2,4.0,4.0,4.0
1147,10.0,33.0,24.0,23.0,0.0,0.0,7.0,3.0,1.0,11.0,9.0,18.0,12.0,27.0,38.05374780501028,96.79398751947124,0.8181818181818182,79.19508069774919,0.0322646625064904,4.399726705430511,22.0,24.0,11.0,11.0,4.0,4.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,21.0,0.0,0.0,2.0,1.0,0,2,2,4.0,3.0,3.5
